,Price,AskP0,AskPriceV5,AskV0,BidP0,BidPriceV5,BidV0,isadd3,isadd_ori,MedianBid,CountBid,MedianAsk,CountAsk,HighPrice,LowPrice,AskP0_delta,BidP0_delta,AskPriceV5_delte,BidPriceV5_delte
801,702,702.06,702.2,100,702,701.51,95,1,1,701.76,4,701.53,7,702.02,701.53,0,0.02,0,0.5
802,702,702.06,702.2,200,702.02,702.01,400,1,1,702,0,702,0,702,702,0,-0.42,0,-0.5
803,702,702.06,702.2,200,701.6,701.51,195,1,1,702,1,702.01,5,702.02,701.6,0,0.42,0,0.01
804,702,702.06,702.2,200,702.02,701.52,200,0,2,702,0,702,0,702,702,0.14,0.13,0.1,0.63
805,702.15,702.2,702.3,300,702.15,702.15,500,0,1,702.1,4,702.15,1,702.15,702.06,-0.02,0,0,-0.36
806,702.15,702.18,702.3,100,702.15,701.79,100,0,1,702.15,0,702.15,2,702.15,702.15,-0.16,-0.15,-0.1,0
807,702.15,702.02,702.2,100,702,701.79,100,1,0,702.15,0,702.15,3,702.15,702.15,0,-0.08,-0.05,0
808,702,702.02,702.15,300,701.92,701.79,100,2,1,702,3,702,1,702,702,0,0,-0.13,0
809,702,702.02,702.02,700,701.92,701.79,100,2,1,702,0,702,0,702,702,-0.02,-0.32,0,-0.27
810,702,702,702.02,200,701.6,701.52,295,2,2,702,1,701.6,5,702,701.6,0.15,0.42,0.13,0.5
811,702.02,702.15,702.15,900,702.02,702.02,700,1,1,702,12,702.02,0,702.02,701.79,0,0,0,-0.02
812,702.02,702.15,702.15,900,702.02,702,400,1,1,702.02,0,702.02,1,702.02,702.02,0,0,0,-0.4
813,702.02,702.15,702.15,900,702.02,701.6,100,1,1,702.02,0,702.02,2,702.02,702.02,0,-0.02,0,0
814,702.02,702.15,702.15,900,702,701.6,200,0,1,702.02,0,702.02,1,702.02,702.02,0,0,0,0
815,702.02,702.15,702.15,1000,702,701.6,300,0,0,702.02,0,702.02,0,702.02,702.02,0,-0.4,0,-0.06
816,702,702.15,702.15,1000,701.6,701.54,395,0,0,702,0,702,3,702,702,-0.55,-0.05,-0.23,-0.03
817,701.6,701.6,701.92,305,701.55,701.51,100,1,2,701.92,1,701.6,6,701.92,701.6,0.32,0.06,0,0.1
818,701.92,701.92,701.92,1800,701.61,701.61,1695,0,0,701.92,3,701.92,0,701.92,701.6,0,0,0,-0.01
819,701.61,701.92,701.92,1400,701.61,701.6,495,0,2,701.92,1,701.61,2,701.92,701.61,0.26,0,0.28,0
820,702.18,702.18,702.2,100,701.61,701.6,495,0,0,702.085,16,702.18,0,702.18,701.92,-0.57,-0.01,0,-0.08
821,701.61,701.61,702.2,205,701.6,701.52,100,0,1,701.895,2,701.61,2,702.18,701.61,0,0,0,0
822,701.61,701.61,702.2,105,701.6,701.52,200,0,0,701.61,1,701.61,0,701.61,701.61,-0.01,-0.05,-0.6,-0.01
823,701.6,701.6,701.6,4200,701.55,701.51,100,1,1,701.6,1,701.6,2,701.6,701.6,0,0,0,0
824,701.6,701.6,701.6,4200,701.55,701.51,100,1,1,701.6,0,701.6,0,701.6,701.6,0,0,0,0.01
825,701.6,701.6,701.6,4100,701.55,701.52,200,1,0,701.6,1,701.6,0,701.6,701.6,0,0,0,0
826,701.55,701.6,701.6,2100,701.55,701.52,100,1,2,701.6,1,701.55,1,701.6,701.55,0,0,0,0
827,701.6,701.6,701.6,2000,701.55,701.52,100,2,1,701.6,1,701.6,0,701.6,701.6,-0.01,-0.01,0.01,-0.01
828,701.6,701.59,701.61,100,701.54,701.51,100,2,1,701.55,4,701.55,1,701.6,701.55,0,0.01,0,0
829,701.6,701.59,701.61,100,701.55,701.51,100,2,2,701.6,0,701.6,0,701.6,701.6,0.02,-0.04,0,0
830,701.61,701.61,701.61,705,701.51,701.51,1900,2,1,701.6,3,701.52,7,701.61,701.51,0,0.01,0,0.01
831,701.61,701.61,701.61,505,701.52,701.52,1100,2,1,701.61,2,701.61,0,701.61,701.61,0.39,0.09,0.39,0.08
832,701.61,702,702,900,701.61,701.6,95,1,1,701.61,7,701.61,0,701.61,701.61,0,0,0,0.01
833,701.61,702,702,900,701.61,701.61,2295,1,1,701.61,0,701.61,2,701.61,701.61,0,0,0,0
834,701.61,702,702,900,701.61,701.61,2195,0,1,701.61,0,701.61,1,701.61,701.61,0,0,0,0
835,701.61,702,702,800,701.61,701.61,2195,0,1,702,1,701.61,1,702,701.61,0,0,0,0
836,701.61,702,702,800,701.61,701.61,2095,0,1,701.61,0,701.61,1,701.61,701.61,-0.02,0,0.1,0
837,701.61,701.98,702.1,100,701.61,701.61,1595,2,1,701.61,0,701.61,2,701.61,701.61,0,0.02,0,0
838,701.61,701.98,702.1,100,701.63,701.61,100,2,0,701.61,0,701.61,3,701.61,701.61,0,0,-0.1,-0.01
839,701.6,701.98,702,200,701.63,701.6,100,2,2,701.6,0,701.61,6,701.63,701.6,0.02,0,0.1,0
840,701.98,702,702.1,300,701.63,701.6,100,1,2,701.98,2,701.98,0,701.98,701.98,0,0.35,0,0
841,701.99,702,702.1,300,701.98,701.6,100,1,0,701.99,1,701.62,3,701.99,701.6,0,0,0,0.05
842,701.98,702,702.1,300,701.98,701.65,100,1,2,701.98,1,701.615,4,701.98,701.6,0,0,0,0
843,702,702,702.1,100,701.98,701.65,300,2,0,702,3,702,0,702,702,-0.02,-0.13,0,0
844,701.98,701.98,702.1,100,701.85,701.65,100,2,2,701.98,2,701.98,2,701.98,701.98,0,0,-0.09,0.05
845,702,701.98,702.01,300,701.85,701.7,300,2,1,701.98,3,702,0,702,701.98,0.03,0.15,0.19,0.3
846,702,702.01,702.2,100,702,702,700,2,1,701.98,4,702,0,702,701.98,0.09,0,0,0
847,702,702.1,702.2,300,702,702,800,2,2,702.01,1,702,3,702.03,702,0.78,0.79,0.7,0.79
848,702.79,702.88,702.9,100,702.79,702.79,7000,1,1,702.2,9,702,5,702.79,702,0,0,0,0
849,702.79,702.88,702.9,200,702.79,702.79,4000,2,1,702.79,0,702.79,7,702.79,702.79,0,0.01,0,0
850,702.79,702.88,702.9,200,702.8,702.79,300,2,1,702.79,0,702.79,4,702.79,702.79,0,0,0,0
851,702.79,702.88,702.9,200,702.8,702.79,300,2,2,702.79,0,702.79,0,702.79,702.79,0.02,-0.01,0,0
852,702.8,702.9,702.9,800,702.79,702.79,3100,1,1,702.88,2,702.8,1,702.88,702.8,0,0.09,0,0.09
853,702.8,702.9,702.9,800,702.88,702.88,1500,1,2,702.8,0,702.8,0,702.8,702.8,0,0,0,0
854,702.89,702.9,702.9,800,702.88,702.88,1600,1,2,702.89,0,702.885,2,702.89,702.88,0,0,0,0
855,702.9,702.9,702.9,500,702.88,702.88,1300,0,0,702.9,3,702.88,2,702.9,702.88,0,0,0,0
856,702.88,702.9,702.9,500,702.88,702.88,1100,0,1,702.88,0,702.88,2,702.88,702.88,0,0,0,0
857,702.88,702.9,702.9,500,702.88,702.88,1000,0,1,702.88,0,702.88,1,702.88,702.88,-0.02,-0.09,-0.02,-0.09
858,702.88,702.88,702.88,2800,702.79,702.79,3100,1,0,702.88,0,702.88,5,702.88,702.88,0,0,0,0
859,702.79,702.88,702.88,2700,702.79,702.79,2600,1,1,702.88,1,702.79,3,702.88,702.79,0,0,0,0
860,702.79,702.88,702.88,2800,702.79,702.79,2600,1,2,702.79,0,702.79,0,702.79,702.79,0,0,0,0
861,702.88,702.88,702.88,2600,702.79,702.79,2000,1,0,702.88,2,702.79,1,702.88,702.79,0,0,0,0
862,702.79,702.88,702.88,2600,702.79,702.79,1400,2,1,702.79,0,702.79,5,702.79,702.79,-0.09,-0.79,-0.09,-0.81
863,702.79,702.79,702.79,2300,702,701.98,200,2,1,702.79,0,702.79,8,702.79,702.79,-0.01,0,0.08,0
864,702.79,702.78,702.87,300,702,701.98,300,2,2,702.79,3,702.79,0,702.79,702.79,0.12,0.88,0.03,0.9
865,702.88,702.9,702.9,600,702.88,702.88,5500,1,1,702.88,8,702.88,0,702.88,702.78,0,0,0,0
866,702.88,702.9,702.9,600,702.88,702.88,5200,1,1,702.88,0,702.88,2,702.88,702.88,0,0,0,0
867,702.88,702.9,702.9,600,702.88,702.88,5100,0,2,702.88,0,702.88,1,702.88,702.88,0,0,0,0
868,702.9,702.9,702.9,700,702.88,702.88,1200,0,0,702.9,1,702.88,4,702.9,702.88,0,0,0,-0.88
869,702.88,702.9,702.9,600,702.88,702,100,0,1,702.9,1,702.88,2,702.9,702.88,-0.02,-0.09,-0.02,0
870,702.88,702.88,702.88,600,702.79,702,100,1,1,702.9,3,702.88,1,702.9,702.88,0,0,0,0
871,702.88,702.88,702.88,500,702.79,702,100,1,1,702.835,2,702.79,1,702.88,702.79,0,0,0.02,0
872,702.88,702.88,702.9,400,702.79,702,100,1,1,702.88,1,702.88,0,702.88,702.88,0,0,0,0
873,702.88,702.88,702.9,400,702.79,702,100,0,1,702.88,0,702.88,0,702.88,702.88,0,0,0,0
874,702.88,702.88,702.9,400,702.79,702,100,0,0,702.88,1,702.88,0,702.88,702.88,0,-0.78,0,0
875,702.79,702.88,702.9,400,702.01,702,100,0,0,702.79,1,702.79,1,702.79,702.79,-0.87,-0.01,-0.02,-0.01
876,702,702.01,702.88,200,702,701.99,400,1,1,702.88,1,702.005,2,702.88,702,0,0,0,0
877,702,702.01,702.88,305,702,701.99,400,1,1,702,0,702,0,702,702,0,0,-0.87,0
878,702,702.01,702.01,1005,702,701.99,400,1,2,702,0,702,0,702,702,0,0,0,0
879,702.01,702.01,702.01,905,702,701.99,400,1,0,702.01,1,702.01,0,702.01,702.01,0,0,0,-0.01
880,702,702.01,702.01,805,702,701.98,300,1,2,702.01,1,702,1,702.01,702,0,-0.02,0,0
881,702.01,702.01,702.01,705,701.98,701.98,1000,2,1,702.01,3,702,5,702.01,701.98,0,0,0,0
882,702.01,702.01,702.01,505,701.98,701.98,1000,2,1,702.01,4,702.01,0,702.01,702,-0.01,0,0,0
883,702.01,702,702.01,100,701.98,701.98,1000,2,1,702.01,0,702.01,0,702.01,702.01,0.12,0.03,0.44,0.03
884,702.01,702.12,702.45,100,702.01,702.01,595,1,1,702.01,6,702.01,1,702.01,702,0,0,0,0
885,702.01,702.12,702.45,200,702.01,702.01,695,0,1,702.01,0,702.01,0,702.01,702.01,0,0,0,0
886,702.01,702.12,702.45,200,702.01,702.01,695,0,0,702.01,0,702.01,2,702.01,702.01,0,-0.01,0,-0.01
887,702,702.12,702.45,300,702,702,795,0,2,702,0,702.01,6,702.01,702,-0.11,0,-0.33,0
888,702.01,702.01,702.12,400,702,702,895,2,1,702.01,1,702.01,0,702.01,702.01,0,0,0,0
889,702.01,702.01,702.12,300,702,702,895,2,0,702.01,1,702.01,0,702.01,702.01,0,0,0,-0.02
890,702,702.01,702.12,400,702,701.98,95,2,2,702,0,702,3,702,702,0.11,0,0,0.02
891,702.01,702.12,702.12,600,702,702,1095,0,2,702.01,5,702.01,0,702.01,702.01,0,0,0,0
892,702.12,702.12,702.12,500,702,702,1395,0,0,702.12,1,702.01,1,702.12,702.01,0,0.01,0,0
893,702,702.12,702.12,500,702.01,702,100,0,2,702,0,702,2,702,702,-0.01,0,0,0
894,702.01,702.11,702.12,100,702.01,702,400,0,0,702.01,0,702.01,1,702.01,702.01,-0.22,-0.14,-0.23,-0.39
895,701.98,701.89,701.89,2305,701.87,701.61,200,1,0,701.98,0,701.99,10,702.01,701.98,0,0,0,0
896,701.89,701.89,701.89,2305,701.87,701.61,200,2,1,701.89,1,701.89,0,701.89,701.89,0.11,0.02,0.11,0.28
897,701.89,702,702,500,701.89,701.89,695,2,1,701.89,2,701.89,0,701.89,701.89,-0.01,0,0,-0.07
898,701.89,701.99,702,100,701.89,701.82,195,1,2,701.89,0,701.89,3,701.89,701.89,0.01,0,0,0
899,701.99,702,702,500,701.89,701.82,195,0,2,701.99,1,701.99,0,701.99,701.99,0,0,0.01,0
900,702,702,702.01,400,701.89,701.82,195,0,0,702,1,702,0,702,702,0,-0.02,0,-0.22
901,701.87,702,702.01,400,701.87,701.6,95,0,0,701.87,0,701.89,3,701.89,701.87,-0.15,-0.05,-0.01,0
902,701.85,701.85,702,405,701.82,701.6,100,1,1,701.85,0,701.86,2,701.87,701.85,0,0,0,0
903,701.85,701.85,702,205,701.82,701.6,100,1,0,701.85,2,701.85,0,701.85,701.85,0,-0.21,0,0
904,701.82,701.85,702,205,701.61,701.6,100,0,2,701.82,0,701.82,1,701.82,701.82,0,0.22,0,0
905,701.85,701.85,702,5,701.83,701.6,100,0,0,701.85,3,701.85,0,701.85,701.82,0,-0.22,0,0
906,701.83,701.85,702,105,701.61,701.6,100,0,0,701.83,0,701.83,1,701.83,701.83,-0.03,0.01,-0.1,0.02
907,701.62,701.82,701.9,200,701.62,701.62,1900,1,2,701.62,0,701.62,1,701.62,701.62,0,0,-0.07,0
908,701.82,701.82,701.83,300,701.62,701.62,1900,1,1,701.82,1,701.82,0,701.82,701.82,0,0,0,0
909,701.82,701.82,701.83,200,701.62,701.62,1900,1,0,701.82,1,701.82,0,701.82,701.82,0,0,0,0
910,701.62,701.82,701.83,300,701.62,701.62,1400,2,2,701.62,0,701.66,4,701.7,701.62,0,0.03,0,0
911,701.82,701.82,701.83,200,701.65,701.62,100,2,1,701.82,1,701.82,0,701.82,701.82,0.01,0.17,0,0.01
912,701.82,701.83,701.83,600,701.82,701.63,100,2,1,701.82,2,701.82,0,701.82,701.82,-0.01,-0.17,0,-0.01
913,701.82,701.82,701.83,100,701.65,701.62,100,2,2,701.82,1,701.82,1,701.82,701.82,0.08,0.22,0.17,0.25
914,701.87,701.9,702,100,701.87,701.87,795,0,1,701.83,6,701.87,4,701.87,701.65,0,0,0,0
915,701.87,701.9,702,300,701.87,701.87,595,0,1,701.87,0,701.87,2,701.87,701.87,0,0,0,-0.05
916,701.87,701.9,702,300,701.87,701.82,395,0,0,701.87,0,701.87,1,701.87,701.87,-0.03,-0.05,-0.1,-0.2
917,701.82,701.87,701.9,200,701.82,701.62,295,1,2,701.82,0,701.87,5,701.87,701.82,0,0,-0.03,0.03
918,701.87,701.87,701.87,600,701.82,701.65,495,1,1,701.87,1,701.87,0,701.87,701.87,0,0,0,0
919,701.87,701.87,701.87,500,701.82,701.65,395,2,1,701.87,1,701.82,2,701.87,701.82,0,0,0,0
920,701.87,701.87,701.87,600,701.82,701.65,395,2,0,701.87,0,701.87,0,701.87,701.87,0,-0.17,0.03,-0.03
921,701.65,701.87,701.9,400,701.65,701.62,95,2,2,701.87,1,701.735,4,701.87,701.65,0.13,0,0.1,0
922,701.9,702,702,900,701.65,701.62,195,2,2,701.87,6,701.9,0,701.9,701.87,0.01,0.35,0.45,0.38
923,702,702.01,702.45,100,702,702,4100,2,1,702,2,701.65,5,702,701.62,0,0,0,0
924,702,702.01,702.45,100,702,702,3700,2,2,702,0,702,3,702,702,0.11,0,0,0
925,702.01,702.12,702.45,100,702,702,3900,1,0,702.01,1,702.01,0,702.01,702.01,0,0,0,0
926,702,702.12,702.45,100,702,702,3500,1,1,702,0,702,2,702,702,0,0.1,0,0
927,702,702.12,702.45,100,702.1,702,100,0,2,702,0,702,3,702,702,0,0,0,0
928,702.12,702.12,702.45,100,702.1,702,200,0,0,702.12,1,702,7,702.12,702,0,0,0,0
929,702.1,702.12,702.45,100,702.1,702,100,0,0,702.1,0,702.1,1,702.1,702.1,-0.11,-0.1,0,0
930,702,702.01,702.45,100,702,702,2095,2,1,702.12,1,702.01,5,702.12,702,0,0,0,0
931,702,702.01,702.45,200,702,702,1995,2,1,702,0,702,1,702,702,0,0,0,0
932,702,702.01,702.45,200,702,702,1995,2,2,702,0,702,0,702,702,0.44,0.12,0,0.12
933,702.01,702.45,702.45,500,702.12,702.12,1200,2,2,702.01,2,702.01,0,702.01,702.01,0,0,0,0
934,702.12,702.45,702.45,500,702.12,702.12,1100,2,2,702.12,0,702.12,1,702.12,702.12,0,0,0.23,0
935,702.45,702.45,702.68,400,702.12,702.12,1100,2,1,702.45,1,702.45,0,702.45,702.45,0.23,0.38,0.02,0.38
936,702.45,702.68,702.7,100,702.5,702.5,4700,2,2,702.45,1,702.45,0,702.45,702.45,0,0,0,0
937,702.5,702.68,702.7,100,702.5,702.5,4500,2,2,702.5,0,702.5,1,702.5,702.5,0.02,0,0,0
938,702.68,702.7,702.7,1000,702.5,702.5,3800,1,0,702.68,1,702.5,4,702.68,702.5,0,0.18,0,0
939,702.5,702.7,702.7,1000,702.68,702.5,100,1,1,702.5,0,702.5,1,702.5,702.5,0,-0.18,0,0
940,702.5,702.7,702.7,1000,702.5,702.5,3300,1,1,702.5,0,702.59,2,702.68,702.5,0,0,0,0
941,702.5,702.7,702.7,900,702.5,702.5,3000,0,1,702.7,2,702.68,3,702.7,702.5,0,0,0,0
942,702.5,702.7,702.7,900,702.5,702.5,3000,0,1,702.5,0,702.5,0,702.5,702.5,0,0,0,0
943,702.5,702.7,702.7,800,702.5,702.5,2900,0,1,702.7,1,702.5,2,702.7,702.5,-0.01,0,0,0
944,702.5,702.69,702.7,200,702.5,702.5,4200,2,1,702.5,0,702.5,0,702.5,702.5,-0.01,0,-0.02,-0.38
945,702.5,702.68,702.68,500,702.5,702.12,200,2,1,702.69,1,702.5,8,702.69,702.5,0,0,0,0
946,702.5,702.68,702.68,800,702.5,702.12,200,2,2,702.5,0,702.5,0,702.5,702.5,0.02,0.06,0.28,0
947,702.7,702.7,702.96,100,702.56,702.12,100,1,0,702.69,7,702.5,1,702.7,702.5,0,-0.44,0,0
948,702.5,702.7,702.96,100,702.12,702.12,1100,1,1,702.5,2,702.53,2,702.56,702.5,0,0,0,0
949,702.5,702.7,702.96,200,702.12,702.12,1100,1,0,702.5,0,702.5,0,702.5,702.5,0,0,0,0
950,702.12,702.7,702.96,200,702.12,702.12,700,2,1,702.12,0,702.12,1,702.12,702.12,0,0.38,0,0
951,702.12,702.7,702.96,200,702.5,702.12,100,2,2,702.12,0,702.12,0,702.12,702.12,0,0,-0.08,0.33
952,702.7,702.7,702.88,300,702.5,702.45,400,2,1,702.7,1,702.5,1,702.7,702.5,0.18,0,0.08,0.05
953,702.7,702.88,702.96,200,702.5,702.5,3500,2,0,702.7,1,702.7,1,702.7,702.7,0,0.1,0,0
954,702.6,702.88,702.96,400,702.6,702.5,300,2,2,702.6,0,702.55,2,702.6,702.5,0.12,0.39,0.04,0.1
955,702.99,703,703,700,702.99,702.6,395,1,1,702.96,11,702.55,2,702.99,702.5,0,0,0,-0.1
956,702.99,703,703,700,702.99,702.5,295,1,1,702.99,0,702.99,7,702.99,702.99,0,0,0,0
957,702.99,703,703,800,702.99,702.5,95,1,2,702.99,0,702.99,2,702.99,702.99,0,-0.49,0,0
958,703,703,703,700,702.5,702.5,2995,1,1,703,1,702.7,7,703,702.5,0,0,0,0
959,703,703,703,700,702.5,702.5,2995,1,0,703,0,703,0,703,703,0,0,0,0
960,702.5,703,703,600,702.5,702.5,2695,1,1,703,1,702.5,1,703,702.5,0,0,0,0
961,702.5,703,703,600,702.5,702.5,2195,1,1,702.5,0,702.5,2,702.5,702.5,-0.1,0,0,0
962,702.5,702.9,703,100,702.5,702.5,2195,1,1,702.5,0,702.5,0,702.5,702.5,0.1,0,0,0
963,702.5,703,703,600,702.5,702.5,2195,1,2,702.9,1,702.5,1,702.9,702.5,0,0,0,0
964,703,703,703,1000,702.5,702.5,2195,1,1,703,1,703,0,703,703,0,0,0,0
965,703,703,703,900,702.5,702.5,2195,1,0,703,1,703,0,703,703,0,0,0,0
966,702.5,703,703,900,702.5,702.5,1895,1,1,702.5,0,702.5,2,702.5,702.5,0,0,0,0
967,702.5,703,703,900,702.5,702.5,1895,1,2,702.5,0,702.5,0,702.5,702.5,0,0.02,0,0.02
968,703,703,703,900,702.52,702.52,500,1,0,703,1,702.5,4,703,702.5,0,0,0,0
969,702.52,703,703,900,702.52,702.52,800,1,1,702.52,0,702.52,1,702.52,702.52,0,0,0,-0.02
970,702.52,703,703,900,702.52,702.5,100,1,2,702.52,0,702.52,3,702.52,702.52,0,0,0,0
971,703,703,703,800,702.52,702.5,95,1,1,703,1,702.52,1,703,702.52,0,0,0,0
972,703,703,703,900,702.52,702.5,195,1,1,703,1,703,0,703,703,0,0,0,0
973,703,703,703,900,702.52,702.5,295,1,1,703,0,703,0,703,703,0,0,0,0
974,703,703,703,900,702.52,702.5,295,1,1,703,0,703,0,703,703,0,0,0,0
975,703,703,703,800,702.52,702.5,295,0,0,703,1,703,0,703,703,0,-0.02,0,0
976,702.5,703,703,900,702.5,702.5,1590,0,2,702.5,0,702.52,6,702.52,702.5,0,0,0,0
977,702.52,703,703,1900,702.5,702.5,1590,0,0,702.52,1,702.52,0,702.52,702.52,-0.48,0,-0.48,0
978,702.5,702.52,702.52,1000,702.5,702.5,1290,2,2,703,1,702.5,1,703,702.5,0,0,0,0
979,702.52,702.52,702.52,900,702.5,702.5,1290,2,1,702.52,1,702.52,0,702.52,702.52,0,0,0,0
980,702.52,702.52,702.52,900,702.5,702.5,1290,2,0,702.52,0,702.52,0,702.52,702.52,0.28,0,0.48,0
981,702.5,702.8,703,300,702.5,702.5,790,1,1,702.52,9,702.51,2,702.8,702.5,0,0,0,0
982,702.5,702.8,703,300,702.5,702.5,990,1,1,702.5,0,702.5,0,702.5,702.5,0,0.05,0,0
983,702.5,702.8,703,300,702.55,702.5,100,1,2,702.5,0,702.5,4,702.5,702.5,0,0,0,0
984,702.8,702.8,703,100,702.55,702.5,300,1,1,702.8,2,702.55,1,702.8,702.55,0,0,0,0
985,702.8,702.8,703,200,702.55,702.5,300,0,0,702.8,0,702.8,0,702.8,702.8,0,-0.05,-0.1,0
986,702.51,702.8,702.9,200,702.5,702.5,1090,0,1,702.51,0,702.55,4,702.55,702.51,0,0,0,0
987,702.51,702.8,702.9,400,702.5,702.5,1090,0,1,702.51,0,702.51,0,702.51,702.51,-0.25,0,-0.35,0
988,702.51,702.55,702.55,800,702.5,702.5,1090,1,0,702.51,0,702.51,0,702.51,702.51,0,0,0,0
989,702.5,702.55,702.55,900,702.5,702.5,690,1,1,702.5,0,702.5,2,702.5,702.5,0,0,0,0
990,702.5,702.55,702.55,900,702.5,702.5,590,1,2,702.5,1,702.5,4,702.5,702.5,0,0,0,-0.2
991,702.55,702.55,702.55,700,702.5,702.3,100,1,1,702.55,2,702.5,1,702.55,702.5,0,-0.2,0,0
992,702.55,702.55,702.55,600,702.3,702.3,1600,2,1,702.55,1,702.5,2,702.55,702.5,-0.05,0,0,0
993,702.55,702.5,702.55,200,702.3,702.3,1600,2,0,702.55,1,702.55,0,702.55,702.55,0,0,0,0
994,702.5,702.5,702.55,100,702.3,702.3,1588,2,2,702.5,1,702.3,1,702.5,702.3,0.3,0.25,0.35,0.25
995,702.55,702.8,702.9,300,702.55,702.55,900,0,1,702.55,4,702.55,0,702.55,702.5,0,0,0,-0.25
996,702.55,702.8,702.9,400,702.55,702.3,400,0,1,702.55,0,702.55,3,702.55,702.55,0,0,0,0
997,702.55,702.8,702.9,400,702.55,702.3,400,0,1,702.55,0,702.55,0,702.55,702.55,-0.25,-0.25,-0.1,0
998,702.55,702.55,702.8,100,702.3,702.3,1588,0,1,702.55,0,702.55,3,702.55,702.55,0,0,0,0
999,702.55,702.55,702.8,200,702.3,702.3,1788,0,2,702.55,0,702.55,0,702.55,702.55,0.02,0.2,-0.23,0
1000,702.8,702.57,702.57,5900,702.5,702.3,100,0,0,702.8,6,702.8,0,702.8,702.55,0,0,0,0
1001,702.3,702.57,702.57,5900,702.5,702.3,100,0,2,702.3,0,702.5,3,702.55,702.3,-0.07,-0.05,-0.02,0
1002,702.5,702.5,702.55,200,702.45,702.3,100,1,2,702.5,0,702.4,4,702.5,702.3,0,0,0,0
1003,702.55,702.5,702.55,400,702.45,702.3,100,1,0,702.5,3,702.55,0,702.55,702.5,0,-0.15,0,0
1004,702.5,702.5,702.55,100,702.3,702.3,988,2,1,702.5,2,702.45,1,702.5,702.45,0,0,-0.03,0
1005,702.5,702.5,702.52,5,702.3,702.3,988,2,0,702.475,2,702.5,0,702.5,702.45,0,0,0,0
1006,702.3,702.5,702.52,105,702.3,702.3,688,2,2,702.3,0,702.3,5,702.3,702.3,0.4,0.27,0.38,0
1007,702.57,702.9,702.9,800,702.57,702.3,495,1,0,702.52,8,702.57,3,702.57,702.5,0,-0.07,0,0.2
1008,702.5,702.9,702.9,700,702.5,702.5,9695,0,1,702.9,1,702.57,7,702.9,702.5,0,0,0,0
1009,702.5,702.9,702.9,700,702.5,702.5,9695,0,1,702.5,0,702.5,1,702.5,702.5,0,0,0,0
1010,702.5,702.9,702.9,700,702.5,702.5,9495,0,1,702.5,0,702.505,2,702.51,702.5,-0.35,0,0,0
1011,702.5,702.55,702.9,100,702.5,702.5,8895,2,1,702.5,0,702.5,1,702.5,702.5,0,0,0,0
1012,702.5,702.55,702.9,100,702.5,702.5,1695,2,1,702.5,0,702.5,2,702.5,702.5,0,0,0,0
1013,702.5,702.55,702.9,100,702.5,702.5,1695,2,2,702.5,0,702.5,0,702.5,702.5,0.35,0,0,0
1014,702.55,702.9,702.9,700,702.5,702.5,1695,1,2,702.55,2,702.55,0,702.55,702.55,0,0,0,0
1015,702.9,702.9,702.9,700,702.5,702.5,1995,1,0,702.9,1,702.9,0,702.9,702.9,0,0,0,0
1016,702.5,702.9,702.9,700,702.5,702.5,1795,1,1,702.5,0,702.5,1,702.5,702.5,-0.36,0,0,0
1017,702.5,702.54,702.9,100,702.5,702.5,1595,1,2,702.5,0,702.5,2,702.5,702.5,0.36,0.05,0,0
1018,702.54,702.9,702.9,1100,702.55,702.5,100,1,1,702.54,1,702.5,2,702.54,702.5,0,0,0,0
1019,702.54,702.9,702.9,1300,702.55,702.5,300,0,1,702.54,0,702.54,0,702.54,702.54,0,0,0,0
1020,702.54,702.9,702.9,1300,702.55,702.5,300,0,1,702.54,0,702.54,0,702.54,702.54,0,0,0,0
1021,702.54,702.9,702.9,1300,702.55,702.5,300,0,0,702.54,0,702.54,0,702.54,702.54,-0.01,-0.05,-0.01,0
1022,702.5,702.89,702.89,500,702.5,702.5,695,1,1,702.5,0,702.55,3,702.55,702.5,0,0,0,0
1023,702.5,702.89,702.89,700,702.5,702.5,895,1,1,702.5,0,702.5,0,702.5,702.5,0,0,0,0
1024,702.5,702.89,702.89,700,702.5,702.5,895,0,2,702.5,0,702.5,0,702.5,702.5,0,0,0,0
1025,702.89,702.89,702.89,500,702.5,702.5,595,0,0,702.89,2,702.5,1,702.89,702.5,0,0,0,-0.2
1026,702.5,702.89,702.89,500,702.5,702.3,395,0,1,702.5,0,702.5,4,702.5,702.5,-0.09,0,-0.09,0
1027,702.5,702.8,702.8,500,702.5,702.3,295,0,0,702.5,0,702.5,2,702.5,702.5,-0.55,-0.37,-0.55,-0.17
1028,702.25,702.25,702.25,2417,702.13,702.13,600,1,1,702.25,2,702.415,6,702.5,702.25,0,0,0,0
1029,702.25,702.25,702.25,2317,702.13,702.13,600,1,0,702.25,1,702.25,0,702.25,702.25,0,0,0,-0.03
1030,702.13,702.25,702.25,2317,702.13,702.1,100,1,1,702.13,0,702.13,2,702.13,702.13,0,0.02,0,0
1031,702.13,702.25,702.25,2317,702.15,702.1,100,1,1,702.13,0,702.13,0,702.13,702.13,0,0,0,0
1032,702.13,702.25,702.25,2317,702.15,702.1,100,2,2,702.13,0,702.13,0,702.13,702.13,0,-0.02,0,0
1033,702.25,702.25,702.25,517,702.13,702.1,100,2,0,702.25,1,702.15,1,702.25,702.15,0,0,0,0
1034,702.13,702.25,702.25,617,702.13,702.1,200,2,2,702.13,0,702.13,1,702.13,702.13,0.08,0.17,0.25,0.2
