,AskOrder,BidOrder,BSFlags,FunctionCode,Date,Price,Time,Volume,Amount
2018-05-21 09:24:58.470,68633,85611,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,76582,86820,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,3710,90739,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,3710,30679,B,,20180521,744.0,92458470,700,520800.0
2018-05-21 09:24:58.470,3710,90200,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,3710,102281,B,,20180521,744.0,92458470,700,520800.0
2018-05-21 09:24:58.470,3710,105739,B,,20180521,744.0,92458470,600,446400.0
2018-05-21 09:24:58.470,3710,110798,B,,20180521,744.0,92458470,600,446400.0
2018-05-21 09:24:58.470,3710,72401,B,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,96745,72401,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,96745,92419,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,96745,63243,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,96745,111327,B,,20180521,744.0,92458470,400,297600.0
2018-05-21 09:24:58.470,96745,111328,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,51670,111328,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,85417,111328,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,100153,111328,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,111328,B,,20180521,744.0,92458470,300,223200.0
2018-05-21 09:24:58.470,109336,106467,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,109336,66217,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,81637,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,83126,S,,20180521,744.0,92458470,300,223200.0
2018-05-21 09:24:58.470,109336,84637,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,88693,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,89726,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,95507,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,97281,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,98220,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,100504,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,93738,S,,20180521,744.0,92458470,7500,5580000.0
2018-05-21 09:24:58.470,109336,103547,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,109336,106910,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,109336,110919,B,,20180521,744.0,92458470,2700,2008800.0
2018-05-21 09:24:58.470,109336,106121,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,109336,106154,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109336,106982,S,,20180521,744.0,92458470,1400,1041600.0
2018-05-21 09:24:58.470,15940,106982,B,,20180521,744.0,92458470,2900,2157600.0
2018-05-21 09:24:58.470,806,106982,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,20778,106982,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,31984,106982,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,69763,106982,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,96091,106982,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,81835,106982,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,40485,106982,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,77807,101736,B,,20180521,744.0,92458470,500,372000.0
2018-05-21 09:24:58.470,79910,101736,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,3714,101736,B,,20180521,744.0,92458470,4400,3273600.0
2018-05-21 09:24:58.470,3714,107795,B,,20180521,744.0,92458470,600,446400.0
2018-05-21 09:24:58.470,83054,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,85787,107795,B,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,90297,107795,B,,20180521,744.0,92458470,500,372000.0
2018-05-21 09:24:58.470,90661,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,92945,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,110715,107795,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,53700,107795,B,,20180521,744.0,92458470,300,223200.0
2018-05-21 09:24:58.470,95095,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,82990,107795,B,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,59026,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,108814,107795,S,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,53699,107795,B,,20180521,744.0,92458470,600,446400.0
2018-05-21 09:24:58.470,84546,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,77841,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,109341,107795,S,,20180521,744.0,92458470,600,446400.0
2018-05-21 09:24:58.470,98641,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,68795,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,104271,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,111735,107795,S,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,76638,107795,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,96012,107795,B,,20180521,744.0,92458470,200,148800.0
2018-05-21 09:24:58.470,96012,102126,B,,20180521,744.0,92458470,100,74400.0
2018-05-21 09:24:58.470,96012,100235,B,,20180521,744.0,92458470,300,223200.0
2018-05-21 09:24:58.470,96012,105384,B,,20180521,744.0,92458470,100,74400.0
