,AskOrder,BidOrder,BSFlags,FunctionCode,Date,Price,Time,Volume,Amount
2018-05-16 09:24:59.430,61619,30305,S,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,61619,63339,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,99318,63339,S,,20180516,740.0,92459430,300,222000.0
2018-05-16 09:24:59.430,100066,63339,S,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,104522,63339,S,,20180516,740.0,92459430,200,148000.0
2018-05-16 09:24:59.430,30313,63339,B,,20180516,740.0,92459430,500,370000.0
2018-05-16 09:24:59.430,90602,63339,S,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,58358,63339,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,63339,B,,20180516,740.0,92459430,1100,814000.0
2018-05-16 09:24:59.430,6702,53580,B,,20180516,740.0,92459430,1000,740000.0
2018-05-16 09:24:59.430,6702,30295,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,30296,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,30299,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,30301,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,30306,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,30308,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,61616,B,,20180516,740.0,92459430,200,148000.0
2018-05-16 09:24:59.430,6702,57889,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,57890,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,57891,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,73248,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,30602,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,79624,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,57887,B,,20180516,740.0,92459430,1700,1258000.0
2018-05-16 09:24:59.430,6702,29116,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6702,30290,B,,20180516,740.0,92459430,1000,740000.0
2018-05-16 09:24:59.430,6702,30294,B,,20180516,740.0,92459430,600,444000.0
2018-05-16 09:24:59.430,78952,30294,S,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,4721,30294,B,,20180516,740.0,92459430,300,222000.0
2018-05-16 09:24:59.430,4721,30297,B,,20180516,740.0,92459430,700,518000.0
2018-05-16 09:24:59.430,16317,30297,B,,20180516,740.0,92459430,300,222000.0
2018-05-16 09:24:59.430,16317,30298,B,,20180516,740.0,92459430,700,518000.0
2018-05-16 09:24:59.430,61153,30298,S,,20180516,740.0,92459430,300,222000.0
2018-05-16 09:24:59.430,61153,30300,S,,20180516,740.0,92459430,1000,740000.0
2018-05-16 09:24:59.430,61153,30302,S,,20180516,740.0,92459430,900,666000.0
2018-05-16 09:24:59.430,61153,33454,S,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,61153,67053,B,,20180516,740.0,92459430,1000,740000.0
2018-05-16 09:24:59.430,72459,67053,S,,20180516,740.0,92459430,900,666000.0
2018-05-16 09:24:59.430,77158,67053,S,,20180516,740.0,92459430,300,222000.0
2018-05-16 09:24:59.430,79565,67053,S,,20180516,740.0,92459430,300,222000.0
2018-05-16 09:24:59.430,80722,67053,S,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,101298,67053,S,,20180516,740.0,92459430,500,370000.0
2018-05-16 09:24:59.430,102882,67053,S,,20180516,740.0,92459430,400,296000.0
2018-05-16 09:24:59.430,71035,67053,S,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,30293,67053,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,16117,67053,B,,20180516,740.0,92459430,200,148000.0
2018-05-16 09:24:59.430,33319,67053,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,33319,79744,B,,20180516,740.0,92459430,600,444000.0
2018-05-16 09:24:59.430,33319,101299,B,,20180516,740.0,92459430,600,444000.0
2018-05-16 09:24:59.430,99613,101299,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,71622,103762,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,90398,103762,B,,20180516,740.0,92459430,500,370000.0
2018-05-16 09:24:59.430,6703,103762,B,,20180516,740.0,92459430,1000,740000.0
2018-05-16 09:24:59.430,6703,32621,B,,20180516,740.0,92459430,500,370000.0
2018-05-16 09:24:59.430,6703,67054,B,,20180516,740.0,92459430,500,370000.0
2018-05-16 09:24:59.430,6703,70487,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,70915,B,,20180516,740.0,92459430,200,148000.0
2018-05-16 09:24:59.430,6703,60742,B,,20180516,740.0,92459430,200,148000.0
2018-05-16 09:24:59.430,6703,11297,B,,20180516,740.0,92459430,200,148000.0
2018-05-16 09:24:59.430,6703,30595,B,,20180516,740.0,92459430,600,444000.0
2018-05-16 09:24:59.430,6703,30291,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,38287,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,43425,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,13567,B,,20180516,740.0,92459430,1200,888000.0
2018-05-16 09:24:59.430,6703,82249,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,92379,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,95466,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,76757,B,,20180516,740.0,92459430,100,74000.0
2018-05-16 09:24:59.430,6703,30600,B,,20180516,740.0,92459430,1200,888000.0
