,AskOrder,BidOrder,BSFlags,FunctionCode,Date,Price,Time,Volume,Amount
2018-05-15 09:24:59.830,80509,61045,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,96620,73070,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,97261,27075,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,27072,27075,B,,20180515,746.0,92459830,700,522200.0
2018-05-15 09:24:59.830,27072,27079,B,,20180515,746.0,92459830,800,596800.0
2018-05-15 09:24:59.830,27072,27083,B,,20180515,746.0,92459830,800,596800.0
2018-05-15 09:24:59.830,27072,27089,B,,20180515,746.0,92459830,700,522200.0
2018-05-15 09:24:59.830,27077,27089,B,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,27080,27091,B,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,27084,27091,B,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,27085,27091,B,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,27090,27091,B,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,27093,27091,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,95374,27091,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,95124,27091,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,41318,27091,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,43051,27094,S,,20180515,746.0,92459830,456,340176.0
2018-05-15 09:24:59.830,43052,27094,S,,20180515,746.0,92459830,100,74600.0
2018-05-15 09:24:59.830,65729,27094,S,,20180515,746.0,92459830,244,182024.0
2018-05-15 09:24:59.830,65729,78014,B,,20180515,746.0,92459830,500,373000.0
2018-05-15 09:24:59.830,65729,86041,B,,20180515,746.0,92459830,490,365540.0
2018-05-15 09:24:59.830,65858,86041,B,,20180515,746.0,92459830,10,7460.0
